stock,date,average_sentiment_score,dominant_sentiment_average,bullish_articles,bearish_articles,neutral_articles,dominant_sentiment_majority,num_articles_fetched
GOOGL,3/7/2024,0.027003835,neutral,14,6,34,neutral,54
AMZN,3/7/2024,0.098277675,bullish,8,2,11,neutral,21
NVDA,3/7/2024,0.095663855,bullish,18,3,18,bullish,39
META,3/7/2024,0.040229172,neutral,28,18,42,neutral,88
TSLA,3/7/2024,0.036244019,neutral,12,3,23,neutral,38
BTC,3/7/2024,0.050126679,bullish,33,8,63,neutral,104
AAPL,3/8/2024,0.058701299,bullish,11,3,21,neutral,35
MSFT,3/8/2024,0.053321886,bullish,16,7,29,neutral,52
GOOGL,3/8/2024,0.052019418,bullish,15,4,27,neutral,46
AMZN,3/8/2024,0.046037079,neutral,5,3,15,neutral,23
NVDA,3/8/2024,0.046517452,neutral,18,9,26,neutral,53
META,3/8/2024,0.052358907,bullish,20,9,31,neutral,60
TSLA,3/8/2024,0.024598064,neutral,12,3,21,neutral,36
BTC,3/8/2024,0.05260047,bullish,36,9,53,neutral,98
AAPL,3/11/2024,0.183826392,bullish,19,3,7,bullish,29
MSFT,3/11/2024,0.10453793,bullish,13,2,13,bullish,28
GOOGL,3/11/2024,0.102062567,bullish,16,3,20,neutral,39
AMZN,3/11/2024,0.170548341,bullish,12,3,7,bullish,22
NVDA,3/11/2024,0.118709895,bullish,24,4,19,bullish,47
META,3/11/2024,0.069922831,bullish,17,13,16,bullish,46
TSLA,3/11/2024,0.060455026,bullish,8,4,18,neutral,30
BTC,3/11/2024,0.054899235,bullish,34,10,53,neutral,97
AAPL,3/12/2024,0.105940489,bullish,16,3,10,bullish,29
MSFT,3/12/2024,0.074001154,bullish,14,2,29,neutral,45
GOOGL,3/12/2024,0.058908101,bullish,15,3,29,neutral,47
AMZN,3/12/2024,0.137599258,bullish,9,1,11,neutral,21
NVDA,3/12/2024,0.111427503,bullish,26,2,26,bullish,54
META,3/12/2024,0.0703396,bullish,22,11,29,neutral,62
TSLA,3/12/2024,0.042007842,neutral,14,6,22,neutral,42
BTC,3/12/2024,0.052888173,bullish,43,12,79,neutral,134
AAPL,3/13/2024,0.026232974,neutral,9,7,13,neutral,29
MSFT,3/13/2024,0.053274876,bullish,14,3,28,neutral,45
GOOGL,3/13/2024,0.028133264,neutral,12,4,28,neutral,44
AMZN,3/13/2024,0.10403594,bullish,11,5,8,bullish,24
NVDA,3/13/2024,0.107847627,bullish,20,3,20,bullish,43
META,3/13/2024,0.060209423,bullish,22,7,26,neutral,55
TSLA,3/13/2024,0.050027389,bullish,15,4,20,neutral,39
BTC,3/13/2024,0.053394396,bullish,31,9,47,neutral,87
AAPL,3/14/2024,0.043498898,neutral,12,5,13,neutral,30
MSFT,3/14/2024,0.096921231,bullish,22,3,21,bullish,46
GOOGL,3/14/2024,0.045817351,neutral,13,7,23,neutral,43
AMZN,3/14/2024,0.139139169,bullish,13,4,4,bullish,21
NVDA,3/14/2024,0.121985158,bullish,21,3,13,bullish,37
META,3/14/2024,0.041552928,neutral,21,17,26,neutral,64
TSLA,3/14/2024,0.029185877,neutral,12,9,19,neutral,40
BTC,3/14/2024,0.063724013,bullish,36,9,40,neutral,85
AAPL,3/15/2024,0.096173835,bullish,14,1,16,neutral,31
MSFT,3/15/2024,0.097152068,bullish,22,3,22,bullish,47
GOOGL,3/15/2024,0.081185346,bullish,16,6,23,neutral,45
AMZN,3/15/2024,0.113760933,bullish,9,2,10,neutral,21
NVDA,3/15/2024,0.091800382,bullish,17,4,18,neutral,39
META,3/15/2024,0.036832846,neutral,16,16,27,neutral,59
TSLA,3/15/2024,0.02305746,neutral,13,9,14,neutral,36
BTC,3/15/2024,0.041274519,neutral,32,13,47,neutral,92
AAPL,3/18/2024,0.027459728,neutral,6,3,12,neutral,21
MSFT,3/18/2024,0.026597222,neutral,3,2,19,neutral,24
GOOGL,3/18/2024,0.045827594,neutral,14,4,26,neutral,44
AMZN,3/18/2024,0.164736842,bullish,11,2,6,bullish,19
NVDA,3/18/2024,0.109619887,bullish,19,1,29,neutral,49
META,3/18/2024,0.058663281,bullish,11,5,23,neutral,39
TSLA,3/18/2024,0.083110022,bullish,14,8,12,bullish,34
BTC,3/18/2024,0.043853535,neutral,18,6,30,neutral,54
AAPL,3/19/2024,0.062258847,bullish,11,3,16,neutral,30
MSFT,3/19/2024,0.050613018,bullish,11,2,29,neutral,42
GOOGL,3/19/2024,0.043175926,neutral,20,4,36,neutral,60
AMZN,3/19/2024,0.092827635,bullish,11,3,12,neutral,26
NVDA,3/19/2024,0.080379282,bullish,30,6,37,neutral,73
META,3/19/2024,0.070814139,bullish,19,5,29,neutral,53
TSLA,3/19/2024,0.071876422,bullish,17,7,13,bullish,37
BTC,3/19/2024,0.035120221,neutral,19,7,57,neutral,83
AAPL,3/20/2024,0.119453721,bullish,13,1,14,neutral,28
MSFT,3/20/2024,0.08589524,bullish,24,2,29,neutral,55
GOOGL,3/20/2024,0.067794095,bullish,27,5,33,neutral,65
AMZN,3/20/2024,0.057600309,bullish,10,3,11,neutral,24
NVDA,3/20/2024,0.072135642,bullish,28,6,37,neutral,71
META,3/20/2024,0.060960111,bullish,23,8,25,neutral,56
TSLA,3/20/2024,0.079964349,bullish,16,3,15,bullish,34
BTC,3/20/2024,0.035319839,neutral,22,6,63,neutral,91
AAPL,3/21/2024,-0.008661086,neutral,11,8,20,neutral,39
MSFT,3/21/2024,0.084337479,bullish,27,4,22,bullish,53
GOOGL,3/21/2024,0.057212898,bullish,21,7,37,neutral,65
AMZN,3/21/2024,0.081693122,bullish,8,3,10,neutral,21
NVDA,3/21/2024,0.102577862,bullish,19,2,27,neutral,48
META,3/21/2024,0.065622113,bullish,24,10,21,bullish,55
TSLA,3/21/2024,0.080819129,bullish,15,4,13,bullish,32
BTC,3/21/2024,0.026009086,neutral,18,6,40,neutral,64
AAPL,3/22/2024,0.006862534,neutral,12,8,30,neutral,50
MSFT,3/22/2024,0.074020437,bullish,21,4,18,bullish,43
GOOGL,3/22/2024,0.07605911,bullish,12,4,29,neutral,45
AMZN,3/22/2024,0.114349422,bullish,8,1,12,neutral,21
NVDA,3/22/2024,0.101795853,bullish,17,4,17,bullish,38
META,3/22/2024,0.0621988,bullish,23,8,23,bullish,54
TSLA,3/22/2024,0.076658874,bullish,17,4,14,bullish,35
BTC,3/22/2024,0.026497518,neutral,20,6,33,neutral,59
AAPL,3/25/2024,0.10170932,bullish,20,1,13,bullish,34
MSFT,3/25/2024,0.093909407,bullish,13,2,17,neutral,32
GOOGL,3/25/2024,0.044949194,neutral,12,3,27,neutral,42
AMZN,3/25/2024,0.137749289,bullish,14,2,9,bullish,25
NVDA,3/25/2024,0.056910398,bullish,14,6,11,bullish,31
META,3/25/2024,0.087091801,bullish,22,6,25,neutral,53
TSLA,3/25/2024,0.085902986,bullish,12,2,25,neutral,39
BTC,3/25/2024,0.019793399,neutral,9,5,49,neutral,63
AAPL,3/26/2024,0.095931938,bullish,18,0,18,bullish,36
MSFT,3/26/2024,0.061141916,bullish,16,5,26,neutral,47
GOOGL,3/26/2024,0.04964257,neutral,11,2,31,neutral,44
AMZN,3/26/2024,0.155691332,bullish,12,2,12,bullish,26
NVDA,3/26/2024,0.070714445,bullish,16,6,15,bullish,37
META,3/26/2024,0.059541513,bullish,25,9,39,neutral,73
TSLA,3/26/2024,0.091589707,bullish,12,3,27,neutral,42
BTC,3/26/2024,0.014467069,neutral,13,7,61,neutral,81
AAPL,3/27/2024,0.092682318,bullish,11,1,14,neutral,26
MSFT,3/27/2024,0.048674149,neutral,14,5,26,neutral,45
GOOGL,3/27/2024,0.063015683,bullish,13,7,18,neutral,38
AMZN,3/27/2024,0.080061027,bullish,7,2,15,neutral,24
NVDA,3/27/2024,0.085226809,bullish,15,3,17,neutral,35
META,3/27/2024,0.050122861,bullish,21,11,34,neutral,66
TSLA,3/27/2024,0.052083333,bullish,9,7,20,neutral,36
BTC,3/27/2024,0.017460973,neutral,13,5,48,neutral,66
AAPL,3/28/2024,0.067319192,bullish,8,3,14,neutral,25
MSFT,3/28/2024,0.071346792,bullish,14,5,19,neutral,38
GOOGL,3/28/2024,0.023154136,neutral,12,11,26,neutral,49
AMZN,3/28/2024,0.022462121,neutral,7,5,12,neutral,24
NVDA,3/28/2024,0.145128415,bullish,17,2,18,neutral,37
META,3/28/2024,0.03508973,neutral,23,15,33,neutral,71
TSLA,3/28/2024,0.013533724,neutral,6,8,17,neutral,31
BTC,3/28/2024,0.061654903,bullish,18,2,37,neutral,57
AAPL,3/29/2024,0.090789295,bullish,11,4,16,neutral,31
MSFT,3/29/2024,0.075519541,bullish,13,5,16,neutral,34
GOOGL,3/29/2024,0.077358323,bullish,17,5,22,neutral,44
AMZN,3/29/2024,0.101625782,bullish,10,4,13,neutral,27
NVDA,3/29/2024,0.11234324,bullish,12,3,19,neutral,34
META,3/29/2024,0.059544153,bullish,22,10,29,neutral,61
TSLA,3/29/2024,-0.007456419,neutral,7,7,17,neutral,31
BTC,3/29/2024,0.044211076,neutral,14,3,35,neutral,52
AAPL,4/1/2024,0.103629437,bullish,11,2,12,neutral,25
MSFT,4/1/2024,0.040929426,neutral,11,2,32,neutral,45
GOOGL,4/1/2024,0.074008573,bullish,12,6,16,neutral,34
AMZN,4/1/2024,0.104555075,bullish,8,2,11,neutral,21
NVDA,4/1/2024,0.123055556,bullish,8,2,8,bullish,18
META,4/1/2024,0.098859675,bullish,12,3,19,neutral,34
TSLA,4/1/2024,0.086765856,bullish,10,3,23,neutral,36
BTC,4/1/2024,0.069372752,bullish,18,5,31,neutral,54
AAPL,4/2/2024,0.041299236,neutral,10,3,14,neutral,27
MSFT,4/2/2024,0.058802719,bullish,17,0,38,neutral,55
GOOGL,4/2/2024,0.081342953,bullish,19,6,20,neutral,45
AMZN,4/2/2024,0.131672855,bullish,9,0,14,neutral,23
NVDA,4/2/2024,0.103392122,bullish,12,5,10,bullish,27
META,4/2/2024,0.079981087,bullish,23,4,20,bullish,47
TSLA,4/2/2024,0.035213525,neutral,15,6,31,neutral,52
BTC,4/2/2024,0.063568297,bullish,26,8,45,neutral,79
AAPL,4/3/2024,0.017949821,neutral,7,4,17,neutral,28
MSFT,4/3/2024,0.045413021,neutral,12,1,38,neutral,51
GOOGL,4/3/2024,0.067354264,bullish,19,3,30,neutral,52
AMZN,4/3/2024,0.078496404,bullish,12,2,18,neutral,32
NVDA,4/3/2024,0.119172729,bullish,17,8,11,bullish,36
META,4/3/2024,0.06700369,bullish,29,10,32,neutral,71
TSLA,4/3/2024,0.035736158,neutral,20,7,26,neutral,53
BTC,4/3/2024,0.02814026,neutral,19,8,45,neutral,72
AAPL,4/4/2024,0.01822685,neutral,5,5,19,neutral,29
MSFT,4/4/2024,0.029853306,neutral,11,5,39,neutral,55
GOOGL,4/4/2024,0.023904964,neutral,16,7,46,neutral,69
AMZN,4/4/2024,0.038287298,neutral,10,2,18,neutral,30
NVDA,4/4/2024,0.101806351,bullish,16,6,12,bullish,34
META,4/4/2024,0.047161819,neutral,19,10,39,neutral,68
TSLA,4/4/2024,0.000460672,neutral,9,7,26,neutral,42
BTC,4/4/2024,0.029557148,neutral,13,5,40,neutral,58
AAPL,4/5/2024,0.036034111,neutral,10,5,15,neutral,30
MSFT,4/5/2024,0.03259154,neutral,10,8,26,neutral,44
GOOGL,4/5/2024,0.022080962,neutral,11,7,35,neutral,53
AMZN,4/5/2024,0.072198391,bullish,6,1,15,neutral,22
NVDA,4/5/2024,0.076734695,bullish,15,4,12,bullish,31
META,4/5/2024,0.067994228,bullish,17,7,31,neutral,55
TSLA,4/5/2024,0.021588338,neutral,11,9,38,neutral,58
BTC,4/5/2024,0.041408634,neutral,16,6,42,neutral,64
AAPL,4/8/2024,0.048956763,neutral,10,5,12,neutral,27
MSFT,4/8/2024,0.133801248,bullish,8,1,8,bullish,17
GOOGL,4/8/2024,0.136687109,bullish,19,3,14,bullish,36
AMZN,4/8/2024,0.152986612,bullish,10,0,8,bullish,18
NVDA,4/8/2024,0.136662589,bullish,13,2,8,bullish,23
META,4/8/2024,0.088962599,bullish,14,2,21,neutral,37
TSLA,4/8/2024,0.066400491,bullish,14,3,20,neutral,37
BTC,4/8/2024,0.06124629,bullish,18,4,31,neutral,53
AAPL,4/9/2024,0.079036841,bullish,14,2,11,bullish,27
MSFT,4/9/2024,0.091548295,bullish,13,2,17,neutral,32
GOOGL,4/9/2024,0.071077281,bullish,24,3,33,neutral,60
AMZN,4/9/2024,0.059410774,bullish,9,1,17,neutral,27
NVDA,4/9/2024,0.111021968,bullish,18,5,15,bullish,38
META,4/9/2024,0.060329135,bullish,15,5,28,neutral,48
TSLA,4/9/2024,0.06092684,bullish,16,4,30,neutral,50
BTC,4/9/2024,0.043068795,neutral,22,5,45,neutral,72
AAPL,4/10/2024,0.074129467,bullish,15,4,12,bullish,31
MSFT,4/10/2024,0.063739358,bullish,12,6,22,neutral,40
GOOGL,4/10/2024,0.031532908,neutral,17,4,39,neutral,60
AMZN,4/10/2024,0.086278125,bullish,11,2,14,neutral,27
NVDA,4/10/2024,0.088984316,bullish,15,7,20,neutral,42
META,4/10/2024,0.068062542,bullish,25,9,34,neutral,68
TSLA,4/10/2024,0.028741259,neutral,7,3,29,neutral,39
BTC,4/10/2024,0.047131327,neutral,20,4,36,neutral,60
AAPL,4/11/2024,0.089158775,bullish,13,4,15,neutral,32
MSFT,4/11/2024,0.107294059,bullish,19,5,22,neutral,46
GOOGL,4/11/2024,0.086166234,bullish,20,3,27,neutral,50
AMZN,4/11/2024,0.09158271,bullish,13,4,16,neutral,33
NVDA,4/11/2024,0.157190217,bullish,20,5,14,bullish,39
META,4/11/2024,0.094103697,bullish,36,9,39,neutral,84
TSLA,4/11/2024,0.029514107,neutral,6,2,21,neutral,29
BTC,4/11/2024,0.032110758,neutral,14,4,32,neutral,50
AAPL,4/12/2024,0.129933333,bullish,10,1,14,neutral,25
MSFT,4/12/2024,0.114060606,bullish,16,2,17,neutral,35
GOOGL,4/12/2024,0.074174613,bullish,18,2,31,neutral,51
AMZN,4/12/2024,0.071430539,bullish,11,3,19,neutral,33
NVDA,4/12/2024,0.13202882,bullish,16,5,15,bullish,36
META,4/12/2024,0.071631926,bullish,27,8,41,neutral,76
TSLA,4/12/2024,0.065779221,bullish,11,1,18,neutral,30
BTC,4/12/2024,0.021751134,neutral,16,8,44,neutral,68
AAPL,4/15/2024,0.093191024,bullish,12,3,14,neutral,29
MSFT,4/15/2024,0.083481712,bullish,8,4,11,neutral,23
GOOGL,4/15/2024,0.157505784,bullish,17,0,12,bullish,29
AMZN,4/15/2024,0.185037793,bullish,10,1,7,bullish,18
NVDA,4/15/2024,0.076709402,bullish,9,4,13,neutral,26
META,4/15/2024,0.050498014,bullish,18,7,29,neutral,54
TSLA,4/15/2024,0.046959565,neutral,14,5,28,neutral,47
BTC,4/15/2024,0.052969738,bullish,24,5,42,neutral,71
AAPL,4/16/2024,0.064810661,bullish,12,4,17,neutral,33
MSFT,4/16/2024,0.011534812,neutral,9,12,19,neutral,40
GOOGL,4/16/2024,0.114330107,bullish,19,3,20,neutral,42
AMZN,4/16/2024,0.124765439,bullish,11,2,8,bullish,21
NVDA,4/16/2024,0.078368056,bullish,12,2,18,neutral,32
META,4/16/2024,-0.004633774,neutral,15,11,39,neutral,65
TSLA,4/16/2024,0.069626767,bullish,21,5,37,neutral,63
BTC,4/16/2024,0.025963658,neutral,19,11,60,neutral,90
AAPL,4/17/2024,0.155633959,bullish,17,2,11,bullish,30
MSFT,4/17/2024,0.017356312,neutral,11,10,32,neutral,53
GOOGL,4/17/2024,0.070888749,bullish,16,2,30,neutral,48
AMZN,4/17/2024,0.134507811,bullish,12,2,9,bullish,23
NVDA,4/17/2024,0.118391053,bullish,20,3,21,neutral,44
META,4/17/2024,0.053738813,bullish,19,6,36,neutral,61
TSLA,4/17/2024,0.056402886,bullish,12,2,36,neutral,50
BTC,4/17/2024,0.003061802,neutral,7,12,53,neutral,72
AAPL,4/18/2024,0.166550356,bullish,15,1,13,bullish,29
MSFT,4/18/2024,0.106381854,bullish,17,1,22,neutral,40
GOOGL,4/18/2024,0.061593834,bullish,25,5,44,neutral,74
AMZN,4/18/2024,0.18784104,bullish,12,2,9,bullish,23
NVDA,4/18/2024,0.102281615,bullish,17,3,26,neutral,46
META,4/18/2024,0.084958245,bullish,31,7,38,neutral,76
TSLA,4/18/2024,0.041037405,neutral,12,3,36,neutral,51
BTC,4/18/2024,0.027890168,neutral,15,8,59,neutral,82
AAPL,4/19/2024,0.00844089,neutral,7,5,15,neutral,27
MSFT,4/19/2024,0.00831478,neutral,7,7,14,neutral,28
GOOGL,4/19/2024,0.025654129,neutral,21,8,48,neutral,77
AMZN,4/19/2024,0.018822539,neutral,7,5,5,bullish,17
NVDA,4/19/2024,0.025721443,neutral,12,7,23,neutral,42
META,4/19/2024,0.066289765,bullish,38,14,50,neutral,102
TSLA,4/19/2024,0.037037455,neutral,13,6,27,neutral,46
BTC,4/19/2024,0.041846211,neutral,24,8,69,neutral,101
AAPL,4/22/2024,0.0425,neutral,8,3,19,neutral,30
MSFT,4/22/2024,0.036655123,neutral,8,3,19,neutral,30
GOOGL,4/22/2024,0.079519481,bullish,12,2,21,neutral,35
AMZN,4/22/2024,0.108669733,bullish,10,0,14,neutral,24
NVDA,4/22/2024,0.051872743,bullish,11,7,19,neutral,37
META,4/22/2024,0.074617285,bullish,24,4,34,neutral,62
TSLA,4/22/2024,0.028046236,neutral,13,10,25,neutral,48
BTC,4/22/2024,0.040388152,neutral,12,7,42,neutral,61
AAPL,4/23/2024,0.036284935,neutral,11,5,25,neutral,41
MSFT,4/23/2024,0.020441263,neutral,9,5,30,neutral,44
GOOGL,4/23/2024,0.104422963,bullish,19,2,23,neutral,44
AMZN,4/23/2024,0.090696825,bullish,10,1,14,neutral,25
NVDA,4/23/2024,0.055833677,bullish,13,7,22,neutral,42
META,4/23/2024,0.067557913,bullish,33,10,41,neutral,84
TSLA,4/23/2024,0.009321244,neutral,21,17,59,neutral,97
BTC,4/23/2024,0.013656643,neutral,16,15,50,neutral,81
AAPL,4/24/2024,0.064208922,bullish,13,2,18,neutral,33
MSFT,4/24/2024,0.020266531,neutral,9,8,34,neutral,51
GOOGL,4/24/2024,0.082791988,bullish,17,4,20,neutral,41
AMZN,4/24/2024,0.064963768,bullish,10,5,8,bullish,23
NVDA,4/24/2024,0.105537718,bullish,15,3,18,neutral,36
META,4/24/2024,0.049314268,neutral,41,21,41,bullish,103
TSLA,4/24/2024,0.028154997,neutral,26,12,67,neutral,105
BTC,4/24/2024,0.009530054,neutral,20,15,53,neutral,88
AAPL,4/25/2024,0.079297739,bullish,13,3,14,neutral,30
MSFT,4/25/2024,0.02795843,neutral,17,11,37,neutral,65
GOOGL,4/25/2024,0.045894279,neutral,13,8,31,neutral,52
AMZN,4/25/2024,0.051106638,bullish,9,7,9,bullish,25
NVDA,4/25/2024,0.101920094,bullish,19,4,21,neutral,44
META,4/25/2024,0.037376126,neutral,52,30,76,neutral,158
TSLA,4/25/2024,0.074505399,bullish,23,5,30,neutral,58
BTC,4/25/2024,0.013168027,neutral,15,10,56,neutral,81
AAPL,4/26/2024,0.061305361,bullish,7,2,17,neutral,26
MSFT,4/26/2024,0.053565236,bullish,19,7,34,neutral,60
GOOGL,4/26/2024,0.060239664,bullish,19,7,43,neutral,69
AMZN,4/26/2024,0.112799874,bullish,10,4,10,bullish,24
NVDA,4/26/2024,0.094585905,bullish,16,4,16,bullish,36
META,4/26/2024,0.037789635,neutral,42,22,65,neutral,129
TSLA,4/26/2024,0.063775417,bullish,14,3,16,neutral,33
BTC,4/26/2024,0.046272418,neutral,19,5,46,neutral,70
AAPL,4/29/2024,0.130763187,bullish,13,0,14,neutral,27
MSFT,4/29/2024,0.052690643,bullish,7,0,19,neutral,26
GOOGL,4/29/2024,0.037731602,neutral,11,5,24,neutral,40
AMZN,4/29/2024,0.113137587,bullish,12,1,10,bullish,23
NVDA,4/29/2024,0.051710454,bullish,10,7,12,neutral,29
META,4/29/2024,0.10207123,bullish,19,4,21,neutral,44
TSLA,4/29/2024,0.08020872,bullish,17,0,25,neutral,42
BTC,4/29/2024,0.042951447,neutral,14,5,33,neutral,52
AAPL,4/30/2024,0.107406784,bullish,13,1,13,bullish,27
MSFT,4/30/2024,0.042657517,neutral,16,4,38,neutral,58
GOOGL,4/30/2024,0.03908159,neutral,21,12,39,neutral,72
AMZN,4/30/2024,0.065604335,bullish,24,4,18,bullish,46
NVDA,4/30/2024,0.11023616,bullish,18,6,17,bullish,41
META,4/30/2024,0.090244809,bullish,26,4,36,neutral,66
TSLA,4/30/2024,0.061339628,bullish,21,5,32,neutral,58
BTC,4/30/2024,0.032487499,neutral,32,13,46,neutral,91
AAPL,5/1/2024,0.075061618,bullish,10,2,17,neutral,29
MSFT,5/1/2024,0.035872685,neutral,16,6,38,neutral,60
GOOGL,5/1/2024,0.06934123,bullish,28,11,33,neutral,72
AMZN,5/1/2024,0.037493939,neutral,21,5,24,neutral,50
NVDA,5/1/2024,0.112306999,bullish,18,5,17,bullish,40
META,5/1/2024,0.0673062,bullish,24,9,37,neutral,70
TSLA,5/1/2024,0.033183814,neutral,15,9,23,neutral,47
BTC,5/1/2024,0.017567271,neutral,28,17,55,neutral,100
AAPL,5/2/2024,0.057243867,bullish,11,4,27,neutral,42
MSFT,5/2/2024,0.043545241,neutral,16,5,33,neutral,54
GOOGL,5/2/2024,0.072578715,bullish,23,6,32,neutral,61
AMZN,5/2/2024,0.094347175,bullish,11,1,15,neutral,27
NVDA,5/2/2024,0.09364919,bullish,14,6,16,neutral,36
META,5/2/2024,0.047426382,neutral,17,16,26,neutral,59
TSLA,5/2/2024,0.012830318,neutral,11,9,19,neutral,39
BTC,5/2/2024,0.019058137,neutral,17,14,57,neutral,88
AAPL,5/3/2024,0.059603864,bullish,19,8,37,neutral,64
MSFT,5/3/2024,0.027793501,neutral,15,6,32,neutral,53
GOOGL,5/3/2024,0.054328642,bullish,16,5,33,neutral,54
AMZN,5/3/2024,0.145952381,bullish,7,1,12,neutral,20
NVDA,5/3/2024,0.065133478,bullish,8,3,14,neutral,25
META,5/3/2024,0.064917907,bullish,18,12,27,neutral,57
TSLA,5/3/2024,0.002679211,neutral,7,7,17,neutral,31
BTC,5/3/2024,0.029808619,neutral,16,7,53,neutral,76
AAPL,5/6/2024,0.074177649,bullish,16,2,22,neutral,40
MSFT,5/6/2024,0.058848878,bullish,11,3,19,neutral,33
GOOGL,5/6/2024,0.12723125,bullish,15,1,13,bullish,29
AMZN,5/6/2024,0.153075397,bullish,12,2,10,bullish,24
NVDA,5/6/2024,0.139198791,bullish,16,1,10,bullish,27
META,5/6/2024,0.115218832,bullish,24,5,22,bullish,51
TSLA,5/6/2024,0.07012451,bullish,14,5,16,neutral,35
BTC,5/6/2024,0.047610775,neutral,14,3,41,neutral,58
AAPL,5/7/2024,0.063094553,bullish,25,8,34,neutral,67
MSFT,5/7/2024,0.04748779,neutral,21,10,32,neutral,63
GOOGL,5/7/2024,0.113824297,bullish,20,0,22,neutral,42
AMZN,5/7/2024,0.155819458,bullish,12,2,12,bullish,26
NVDA,5/7/2024,0.173405233,bullish,25,3,9,bullish,37
META,5/7/2024,0.097689881,bullish,36,8,30,bullish,74
TSLA,5/7/2024,0.049260713,neutral,13,6,24,neutral,43
BTC,5/7/2024,0.029871004,neutral,16,6,44,neutral,66
AAPL,5/8/2024,0.060461076,bullish,19,8,23,neutral,50
MSFT,5/8/2024,0.05332149,bullish,25,19,29,neutral,73
GOOGL,5/8/2024,0.08582684,bullish,16,2,27,neutral,45
AMZN,5/8/2024,0.177529633,bullish,16,1,11,bullish,28
NVDA,5/8/2024,0.108674584,bullish,18,5,14,bullish,37
META,5/8/2024,0.111165329,bullish,41,7,29,bullish,77
TSLA,5/8/2024,0.029614719,neutral,10,6,29,neutral,45
BTC,5/8/2024,0.030721372,neutral,18,7,31,neutral,56
AAPL,5/9/2024,0.097833469,bullish,13,3,16,neutral,32
MSFT,5/9/2024,0.056980056,bullish,25,17,27,neutral,69
GOOGL,5/9/2024,0.061767917,bullish,13,4,33,neutral,50
AMZN,5/9/2024,0.107408997,bullish,12,1,10,bullish,23
NVDA,5/9/2024,0.080443001,bullish,11,4,15,neutral,30
META,5/9/2024,0.118541526,bullish,28,9,25,bullish,62
TSLA,5/9/2024,0.06339906,bullish,12,4,25,neutral,41
BTC,5/9/2024,0.03794817,neutral,17,5,31,neutral,53
AAPL,5/10/2024,0.094988965,bullish,15,1,18,neutral,34
MSFT,5/10/2024,0.068855331,bullish,19,10,18,bullish,47
GOOGL,5/10/2024,0.040846916,neutral,15,5,41,neutral,61
AMZN,5/10/2024,0.110439566,bullish,11,1,9,bullish,21
NVDA,5/10/2024,0.086503427,bullish,16,6,14,bullish,36
META,5/10/2024,0.117274871,bullish,17,6,23,neutral,46
TSLA,5/10/2024,0.072458667,bullish,12,3,22,neutral,37
BTC,5/10/2024,0.024318611,neutral,16,7,47,neutral,70
AAPL,5/13/2024,0.108796258,bullish,14,4,13,bullish,31
MSFT,5/13/2024,0.087202381,bullish,14,1,25,neutral,40
GOOGL,5/13/2024,0.076266881,bullish,10,3,26,neutral,39
AMZN,5/13/2024,0.073859771,bullish,9,2,17,neutral,28
NVDA,5/13/2024,0.117782659,bullish,15,2,17,neutral,34
META,5/13/2024,0.076819408,bullish,21,5,25,neutral,51
TSLA,5/13/2024,0.082088526,bullish,13,2,18,neutral,33
BTC,5/13/2024,0.056745754,bullish,14,4,34,neutral,52
AAPL,5/14/2024,0.108712302,bullish,19,5,16,bullish,40
MSFT,5/14/2024,0.09046131,bullish,16,4,28,neutral,48
GOOGL,5/14/2024,0.0639161,bullish,22,4,44,neutral,70
AMZN,5/14/2024,0.052305311,bullish,10,4,17,neutral,31
NVDA,5/14/2024,0.109777115,bullish,18,2,17,bullish,37
META,5/14/2024,0.074124231,bullish,29,9,31,neutral,69
TSLA,5/14/2024,0.039332582,neutral,11,3,26,neutral,40
BTC,5/14/2024,0.034300856,neutral,15,6,50,neutral,71
AAPL,5/15/2024,0.062888889,bullish,11,4,15,neutral,30
MSFT,5/15/2024,0.03956451,neutral,11,6,22,neutral,39
GOOGL,5/15/2024,0.059928417,bullish,32,9,48,neutral,89
AMZN,5/15/2024,0.059583333,bullish,10,5,13,neutral,28
NVDA,5/15/2024,0.13835249,bullish,13,1,15,neutral,29
META,5/15/2024,0.065908539,bullish,21,11,29,neutral,61
TSLA,5/15/2024,0.09018897,bullish,15,3,25,neutral,43
BTC,5/15/2024,0.027335298,neutral,18,7,57,neutral,82
AAPL,5/16/2024,0.069987975,bullish,12,3,12,bullish,27
MSFT,5/16/2024,0.054158361,bullish,13,4,26,neutral,43
GOOGL,5/16/2024,0.061167369,bullish,27,9,38,neutral,74
AMZN,5/16/2024,0.098194608,bullish,9,4,9,bullish,22
NVDA,5/16/2024,0.164046644,bullish,21,1,15,bullish,37
META,5/16/2024,0.063190788,bullish,18,8,35,neutral,61
TSLA,5/16/2024,0.116798158,bullish,19,3,22,neutral,44
BTC,5/16/2024,0.039679036,neutral,19,6,53,neutral,78
AAPL,5/17/2024,0.086800625,bullish,13,2,15,neutral,30
MSFT,5/17/2024,0.033403766,neutral,12,6,24,neutral,42
GOOGL,5/17/2024,0.094281537,bullish,24,3,30,neutral,57
AMZN,5/17/2024,0.099289494,bullish,9,3,9,bullish,21
NVDA,5/17/2024,0.145029844,bullish,26,1,17,bullish,44
META,5/17/2024,0.078337032,bullish,17,5,31,neutral,53
TSLA,5/17/2024,0.110750773,bullish,16,6,13,bullish,35
BTC,5/17/2024,0.034946338,neutral,15,6,43,neutral,64
